,Champion**Item,picks
4078,Garen**Control Ward,123
4079,Zed**Mobility Boots,123
4080,Ryze**Banshee's Veil,123
4081,Tristana**Broken Stopwatch,123
4082,Samira**Stopwatch,123
4083,Jax**Bramble Vest,123
4084,Neeko**Oblivion Orb,123
4085,Lillia**Seeker's Armguard,123
4086,Leona**Broken Stopwatch,56
4087,Shyvana**Rabadon's Deathcap,123
4088,Gragas**Cloth Armor,123
4089,Viego**Chempunk Chainsword,122
4090,Shyvana**Amplifying Tome,122
4091,Skarner**Refillable Potion,122
4092,Pyke**Executioner's Calling,122
4093,Viego**Noonquiver,122
4094,Xayah**Axiom Arc,122
4095,Poppy**Tear of the Goddess,122
4096,Gwen**Leeching Leer,122
4097,Sion**Sterak's Gage,122
4098,Rengar**Sheen,122
4099,Leblanc**Refillable Potion,122
4100,Camille**Cull,122
4101,Volibear**Giant's Belt,122
4102,Vladimir**Morellonomicon,122
4103,Akshan**Serylda's Grudge,122
4104,Trundle**Long Sword,122
4105,Nami**Boots of Swiftness,122
4106,Warwick**Kindlegem,122
4107,Diana**Seeker's Armguard,122
4108,Malphite**Refillable Potion,121
4109,Zed**Stopwatch,121
4110,Chogath**Force of Nature,121
4111,Yasuo**Mercury's Treads,121
4112,Trundle**Essence Reaver,121
4113,Lux**Vigilant Wardstone,121
4114,Volibear**Pickaxe,121
4115,Mordekaiser**Control Ward,121
4116,Lulu**Stopwatch,121
4117,Nasus**Phage,121
4118,RekSai**Stridebreaker,121
4119,Ashe**Black Mist Scythe,121
4120,Lucian**Cloth Armor,121
4121,Nautilus**Aegis of the Legion,121
4122,MasterYi**Ruby Crystal,121
4123,Aatrox**Last Whisper,120
4124,Malzahar**Control Ward,120
4125,KogMaw**Rageknife,120
4126,Volibear**Randuin's Omen,120
4127,Twitch**Executioner's Calling,120
4128,Ahri**Blasting Wand,120
4129,Zac**Sorcerer's Shoes,120
4130,DrMundo**Force of Nature,120
4131,Fiora**Tear of the Goddess,120
4132,Senna**The Collector,120
4133,Galio**Crown of the Shattered Queen,120
4134,Nunu**Blasting Wand,120
4135,Kalista**Vampiric Scepter,120
4136,Ashe**Muramana,120
4137,Shaco**Last Whisper,120
4138,Varus**Eclipse,120
4139,Renekton**Null-Magic Mantle,120
4140,Khazix**Death's Dance,120
4141,Teemo**Ruby Crystal,120
4142,Jax**Slightly Magical Footwear,120
4143,Aphelios**Cull,120
4144,Lucian**Hexdrinker,120
4145,Yasuo**Null-Magic Mantle,120
4146,Ahri**Hextech Alternator,120
4147,Corki**Corrupting Potion,119
4148,TwistedFate**Refillable Potion,119
4149,Urgot**Giant's Belt,119
4150,Ekko**Slightly Magical Footwear,119
4151,Lux**Seraph's Embrace,119
4152,Tristana**Vampiric Scepter,119
4153,Orianna**Broken Stopwatch,16
4154,Karma**Stopwatch,119
4155,Zac**Negatron Cloak,119
4156,Twitch**Mejai's Soulstealer,119
4157,Irelia**Ionian Boots of Lucidity,119
4158,Gragas**Mercury's Treads,119
4159,Draven**Youmuu's Ghostblade,119
4160,Ryze**Ruby Crystal,119
4161,Twitch**Immortal Shieldbow,119
4162,Leblanc**Hextech Alternator,119
4163,Lux**Ruby Crystal,119
4164,Soraka**Mercury's Treads,119
4165,Volibear**Turbo Chemtank,119
4166,Aatrox**Stridebreaker,118
4167,Twitch**Tiamat,118
4168,Kayle**Doran's Shield,118
4169,Twitch**Blasting Wand,118
4170,Galio**Corrupting Potion,118
4171,Galio**Thornmail,118
4172,Renekton**Stopwatch,118
4173,Sett**Null-Magic Mantle,118
4174,Ashe**Imperial Mandate,118
4175,Kayn**Slightly Magical Footwear,118
4176,Cassiopeia**Rabadon's Deathcap,118
4177,Gragas**Aether Wisp,118
4178,Tryndamere**Lord Dominik's Regards,118
4179,Hecarim**Giant's Belt,118
4180,TahmKench**Bami's Cinder,118
4181,Bard**Dark Seal,118
4182,Twitch**Amplifying Tome,118
4183,Shyvana**Control Ward,118
4184,Teemo**Broken Stopwatch,7
4185,Gwen**Boots,118
4186,Nasus**Randuin's Omen,118
4187,Galio**Cosmic Drive,118
4188,Amumu**Demonic Embrace,118
4189,Singed**Broken Stopwatch,11
4190,TahmKench**Frozen Heart,117
4191,Poppy**Long Sword,117
4192,Poppy**Pickaxe,117
4193,Senna**Runaan's Hurricane,117
4194,Rammus**Cloth Armor,117
4195,Khazix**Broken Stopwatch,6
4196,Corki**Zeal,117
4197,MasterYi**Guardian Angel,117
4198,Kindred**Essence Reaver,117
4199,Renekton**Chempunk Chainsword,117
4200,Quinn**Galeforce,117
4201,Riven**Stopwatch,117
4202,Sivir**Pickaxe,117
4203,Annie**Shard of True Ice,117
4204,Khazix**Pickaxe,117
4205,Zyra**Broken Stopwatch,49
4206,Sivir**Last Whisper,117
4207,Aatrox**Chempunk Chainsword,117
4208,Velkoz**Refillable Potion,117
4209,Irelia**Cloak of Agility,117
4210,Gragas**Targon's Buckler,116
4211,Yuumi**Everfrost,116
4212,Gangplank**Duskblade of Draktharr,116
4213,Swain**Refillable Potion,116
4214,Taric**Pauldrons of Whiterock,116
4215,RekSai**Death's Dance,116
4216,Lulu**Health Potion,116
4217,Cassiopeia**Banshee's Veil,116
4218,Nunu**Night Harvester,116
4219,JarvanIV**Randuin's Omen,116
4220,Draven**Stopwatch,116
4221,Kindred**Blade of The Ruined King,116
4222,Sivir**Control Ward,116
4223,Rell**Pauldrons of Whiterock,115
4224,KogMaw**Zeal,115
4225,Zilean**Imperial Mandate,115
4226,Evelynn**Hextech Alternator,115
4227,Illaoi**Spirit Visage,115
4228,Ivern**Kindlegem,115
4229,MonkeyKing**Goredrinker,115
4230,Udyr**Lich Bane,115
4231,AurelionSol**Cosmic Drive,115
4232,Cassiopeia**Broken Stopwatch,8
4233,Sett**Ironspike Whip,115
4234,Azir**Blasting Wand,115
4235,KogMaw**Phantom Dancer,115
4236,Yone**Spirit Visage,115
4237,Pyke**Boots,115
4238,Shyvana**Zhonya's Hourglass,115
4239,Sion**Null-Magic Mantle,115
4240,Lissandra**Shadowflame,114
4241,Kindred**Hearthbound Axe,114
4242,Lulu**Total Biscuit of Everlasting Will,114
4243,Nunu**Chain Vest,114
4244,Malphite**Aegis of the Legion,114
4245,Malphite**Night Harvester,114
4246,Chogath**Fimbulwinter,114
4247,Fiora**Slightly Magical Footwear,114
4248,Skarner**Thornmail,114
4249,Maokai**Null-Magic Mantle,114
4250,Pyke**Vigilant Wardstone,114
4251,LeeSin**Ironspike Whip,114
4252,Malzahar**Seraph's Embrace,114
4253,Anivia**Mejai's Soulstealer,114
4254,Alistar**Anathema's Chains,114
4255,FiddleSticks**Hextech Alternator,113
4256,Lux**Shurelya's Battlesong,113
4257,Lissandra**Stopwatch,113
4258,Shaco**Plated Steelcaps,113
4259,Khazix**Umbral Glaive,113
4260,Shen**Boots,113
4261,Akali**Cloth Armor,113
4262,Vayne**Rapid Firecannon,113
4263,Warwick**Boots,113
4264,Alistar**Turbo Chemtank,113
4265,Mordekaiser**Morellonomicon,113
4266,Nami**Stopwatch,113
4267,Taliyah**Horizon Focus,113
4268,Sona**Mejai's Soulstealer,113
4269,Swain**Seeker's Armguard,113
4270,Elise**Lich Bane,113
4271,JarvanIV**B. F. Sword,113
4272,Olaf**Phage,113
4273,Skarner**Winged Moonplate,113
4274,Azir**Oblivion Orb,113
4275,Kled**Null-Magic Mantle,112
4276,Nidalee**Everfrost,112
4277,Samira**Broken Stopwatch,1
4278,FiddleSticks**Shadowflame,112
4279,Kayn**Chempunk Chainsword,112
4280,Jhin**Ornn upgraded item,1
4281,Gwen**Demonic Embrace,112
4282,Gnar**Cloth Armor,112
4283,Karma**Plated Steelcaps,112
4284,Evelynn**Zhonya's Hourglass,112
4285,Trundle**Evenshroud,112
4286,Rengar**Infinity Edge,112
4287,Blitzcrank**Anathema's Chains,112
4288,Nocturne**Cloth Armor,112
4289,Senna**Locket of the Iron Solari,112
4290,Aatrox**Broken Stopwatch,7
4291,Hecarim**Fimbulwinter,112
4292,Warwick**Negatron Cloak,112
4293,Twitch**Mortal Reminder,112
4294,Vayne**Chain Vest,111
4295,Kassadin**Lost Chapter,111
4296,Vladimir**Ruby Crystal,111
4297,Amumu**Zhonya's Hourglass,111
4298,Gnar**Long Sword,111
4299,Bard**Forbidden Idol,111
4300,Garen**Cloth Armor,111
4301,Bard**Targon's Buckler,111
4302,Sion**Anathema's Chains,111
4303,Ahri**Blighting Jewel,111
4304,Neeko**Ionian Boots of Lucidity,111
4305,Urgot**Cull,111
4306,Cassiopeia**Luden's Tempest,111
4307,Tryndamere**Blade of The Ruined King,110
4308,Vayne**Cull,110
4309,Talon**Phage,110
4310,Yorick**Serylda's Grudge,110
4311,Zed**Doran's Shield,110
4312,Annie**Hextech Alternator,110
4313,LeeSin**Randuin's Omen,110
4314,Veigar**Mercury's Treads,110
4315,Fizz**Control Ward,110
4316,Varus**Tear of the Goddess,110
4317,Xayah**Dagger,110
4318,Kaisa**Slightly Magical Footwear,110
4319,Yone**Last Whisper,110
4320,Orianna**Stopwatch,110
4321,Twitch**Sorcerer's Shoes,110
4322,Kled**Caulfield's Warhammer,110
4323,Trundle**Doran's Shield,110
4324,Hecarim**Black Cleaver,110
4325,Fizz**Lost Chapter,110
4326,Varus**Caulfield's Warhammer,110
4327,Khazix**Muramana,110
4328,Taric**Frozen Heart,109
4329,Singed**Evenshroud,109
4330,Rengar**Death's Dance,109
4331,Rell**Anathema's Chains,109
4332,Urgot**Null-Magic Mantle,109
4333,Karma**Mobility Boots,109
4334,Cassiopeia**Riftmaker,109
4335,Udyr**Trinity Force,109
4336,Sivir**Phantom Dancer,109
4337,Akshan**Stopwatch,109
4338,Trundle**Randuin's Omen,109
4339,Mordekaiser**Cloth Armor,109
4340,Syndra**Boots,109
4341,Xayah**Mortal Reminder,109
4342,Morgana**Boots,109
4343,Lulu**Broken Stopwatch,45
4344,MonkeyKing**Guardian Angel,109
4345,Skarner**Control Ward,109
4346,Xayah**Vampiric Scepter,108
4347,Galio**Boots,108
4348,Nasus**Dead Man's Plate,108
4349,Braum**Anathema's Chains,108
4350,TahmKench**Force of Nature,108
4351,Kassadin**Warden's Mail,108
4352,TahmKench**Dead Man's Plate,108
4353,Rakan**Mikael's Blessing,108
4354,Corki**Guardian Angel,108
4355,Neeko**Horizon Focus,108
4356,Senna**Tear of the Goddess,108
4357,Seraphine**Ardent Censer,108
4358,Kalista**B. F. Sword,108
4359,Renekton**Spirit Visage,108
4360,Tryndamere**Dagger,108
4361,Anivia**Demonic Embrace,108
4362,Velkoz**Shadowflame,107
4363,Teemo**Stopwatch,107
4364,Twitch**Broken Stopwatch,6
4365,Aatrox**Null-Magic Mantle,107
4366,Mordekaiser**Hextech Rocketbelt,107
4367,Sion**Last Whisper,107
4368,Tristana**Wit's End,107
4369,Kayle**Void Staff,107
4370,Pantheon**Boots of Swiftness,107
4371,Garen**Negatron Cloak,107
4372,Poppy**Locket of the Iron Solari,107
4373,Rengar**Phage,107
4374,TahmKench**Winged Moonplate,107
4375,FiddleSticks**Refillable Potion,107
4376,Gwen**Cloth Armor,107
4377,Lulu**Mejai's Soulstealer,107
4378,Draven**Mortal Reminder,106
4379,Gangplank**Boots,106
4380,Elise**Stopwatch,106
4381,Alistar**Dead Man's Plate,106
4382,Zed**Umbral Glaive,106
4383,Darius**Caulfield's Warhammer,106
4384,Lux**Cloth Armor,106
4385,Malphite**Tear of the Goddess,106
4386,Leblanc**Ruby Crystal,106
4387,Vayne**Ruby Crystal,106
4388,Graves**Cull,106
4389,Lillia**Corrupting Potion,106
4390,Zac**Doran's Shield,106
4391,Teemo**Luden's Tempest,106
4392,Nasus**Fimbulwinter,106
4393,Irelia**Warden's Mail,106
4394,Quinn**Pickaxe,106
4395,Seraphine**Imperial Mandate,106
4396,XinZhao**Blade of The Ruined King,106
4397,Galio**Banshee's Veil,106
4398,Viktor**Boots,106
4399,TwistedFate**Void Staff,105
4400,Rumble**Riftmaker,105
4401,Kindred**Slightly Magical Footwear,105
4402,Viktor**Lost Chapter,105
4403,Ryze**Seeker's Armguard,105
4404,Braum**Mobility Boots,105
4405,Akali**Aether Wisp,105
4406,Taliyah**Stopwatch,105
4407,Vi**Serrated Dirk,105
4408,Azir**Fiendish Codex,105
4409,Lulu**Spellthief's Edge,105
4410,Evelynn**Aether Wisp,105
4411,Jax**Titanic Hydra,105
4412,Malphite**Needlessly Large Rod,105
4413,KogMaw**Refillable Potion,105
4414,Leblanc**Liandry's Anguish,105
4415,Taric**Cloth Armor,105
4416,MasterYi**Chain Vest,104
4417,Jax**Stopwatch,104
4418,Nasus**Trinity Force,104
4419,Soraka**Broken Stopwatch,13
4420,Karma**Boots,104
4421,Azir**Morellonomicon,104
4422,Maokai**Fimbulwinter,104
4423,Seraphine**Rabadon's Deathcap,104
4424,Brand**Luden's Tempest,104
4425,Shaco**Ruby Crystal,104
4426,Fizz**Liandry's Anguish,104
4427,Olaf**Ionian Boots of Lucidity,104
4428,Seraphine**Faerie Charm,104
4429,Vladimir**Kindlegem,104
4430,Xerath**Ionian Boots of Lucidity,104
4431,Qiyana**Death's Dance,103
4432,Sylas**Liandry's Anguish,103
4433,Shaco**Eclipse,103
4434,Trundle**Warden's Mail,103
4435,Riven**Serpent's Fang,103
4436,Jhin**Quicksilver Sash,103
4437,Kennen**Cull,103
4438,Volibear**Frozen Heart,103
4439,Lissandra**Cosmic Drive,103
4440,Gnar**Stridebreaker,103
4441,Aatrox**Eclipse,103
4442,Garen**Mercury's Treads,103
4443,Lissandra**Hextech Alternator,103
4444,Pantheon**Edge of Night,103
4445,Taliyah**Rylai's Crystal Scepter,103
4446,Sivir**The Collector,103
4447,Garen**Thornmail,103
4448,Teemo**Recurve Bow,103
4449,Kassadin**Ruby Crystal,103
4450,Rakan**Frostfang,102
4451,Ahri**Broken Stopwatch,21
4452,Vladimir**Aether Wisp,102
4453,TahmKench**Negatron Cloak,102
4454,Nidalee**Aether Wisp,102
4455,Bard**Bandleglass Mirror,102
4456,XinZhao**Divine Sunderer,102
4457,Lux**Corrupting Potion,102
4458,Malphite**Gargoyle Stoneplate,102
4459,Chogath**Null-Magic Mantle,102
4460,Karthus**Rylai's Crystal Scepter,102
4461,Zilean**Luden's Tempest,102
4462,Seraphine**Boots,102
4463,Kayn**Spectre's Cowl,102
4464,Malphite**Anathema's Chains,102
4465,Mordekaiser**Spirit Visage,102
4466,Rakan**Boots,102
4467,MissFortune**Essence Reaver,102
4468,Garen**Bramble Vest,102
4469,Udyr**Cosmic Drive,102
4470,Sylas**Luden's Tempest,102
4471,Yasuo**Mercurial Scimitar,101
4472,Velkoz**Blasting Wand,101
4473,Rengar**B. F. Sword,101
4474,Trundle**Null-Magic Mantle,101
4475,Varus**Control Ward,101
4476,TwistedFate**Cosmic Drive,101
4477,Soraka**Zhonya's Hourglass,101
4478,Sivir**B. F. Sword,101
4479,Khazix**Hexdrinker,101
4480,TwistedFate**Lost Chapter,101
4481,Malphite**Glacial Buckler,101
4482,Azir**Banshee's Veil,101
4483,Sett**Spirit Visage,101
4484,Amumu**Warden's Mail,101
4485,Hecarim**Sheen,101
4486,Shyvana**Sterak's Gage,101
4487,Nunu**Blighting Jewel,101
4488,Brand**Lost Chapter,101
4489,Chogath**Sunfire Aegis,101
4490,Braum**Null-Magic Mantle,101
4491,MasterYi**Serrated Dirk,101
4492,KogMaw**Hearthbound Axe,100
4493,Senna**Slightly Magical Footwear,100
4494,Azir**Control Ward,100
4495,Darius**Warden's Mail,100
4496,Sion**Gargoyle Stoneplate,100
4497,MasterYi**Negatron Cloak,100
4498,Kled**Giant's Belt,100
4499,Rengar**Turbo Chemtank,100
4500,Rengar**Doran's Shield,100
4501,Udyr**Sunfire Aegis,100
4502,Karthus**Boots,100
4503,Kindred**Stopwatch,100
4504,Zed**Vampiric Scepter,100
4505,Morgana**Demonic Embrace,100
4506,Vladimir**Seeker's Armguard,100
4507,Anivia**Stopwatch,100
4508,Thresh**Health Potion,100
4509,Galio**Rabadon's Deathcap,100
4510,Nami**Bulwark of the Mountain,100
4511,Sylas**Bulwark of the Mountain,100
4512,Gwen**Dagger,100
4513,Skarner**Bramble Vest,100
4514,JarvanIV**Slightly Magical Footwear,100
4515,Rumble**Stopwatch,100
4516,Qiyana**Umbral Glaive,99
4517,Cassiopeia**Seeker's Armguard,99
4518,MasterYi**Lord Dominik's Regards,99
4519,Lucian**Cull,99
4520,Yone**Mercurial Scimitar,99
4521,MasterYi**Caulfield's Warhammer,99
4522,Zyra**Dark Seal,99
4523,Malzahar**Needlessly Large Rod,99
4524,Galio**Anathema's Chains,99
4525,Swain**Broken Stopwatch,81
4526,Senna**Ionian Boots of Lucidity,99
4527,Singed**Warden's Mail,99
4528,Ornn**Force of Nature,99
4529,Shyvana**Ionian Boots of Lucidity,99
4530,Shyvana**Needlessly Large Rod,99
4531,Kayn**Bramble Vest,99
4532,Katarina**Recurve Bow,99
4533,Galio**Blighting Jewel,99
4534,Graves**Boots of Swiftness,99
4535,Zyra**Refillable Potion,99
4536,Draven**Broken Stopwatch,1
4537,Aatrox**Guardian Angel,98
4538,Karthus**Shard of True Ice,98
4539,Senna**Serpent's Fang,98
4540,Rakan**Fiendish Codex,98
4541,Vayne**Boots,98
4542,Nasus**Refillable Potion,98
4543,Ornn**Sunfire Aegis,98
4544,Nasus**Control Ward,98
4545,Volibear**Winged Moonplate,98
4546,Fiora**Wit's End,98
4547,Jhin**Muramana,98
4548,Mordekaiser**Sorcerer's Shoes,98
4549,Ahri**Banshee's Veil,98
4550,Poppy**Boots,98
4551,Vi**Axiom Arc,98
4552,MonkeyKing**Cloth Armor,98
4553,Thresh**Perfectly Timed Stopwatch,98
4554,MasterYi**Infinity Edge,97
4555,Warwick**Null-Magic Mantle,97
4556,Talon**The Collector,97
4557,Sona**Zhonya's Hourglass,97
4558,Thresh**Steel Shoulderguards,97
4559,Singed**Sorcerer's Shoes,97
4560,Shen**Force of Nature,97
4561,Sett**Randuin's Omen,97
4562,Rammus**Winged Moonplate,97
4563,MonkeyKing**Titanic Hydra,97
4564,Sona**Ruby Crystal,97
4565,Sett**Hullbreaker,97
4566,Sivir**Manamune,97
4567,Lucian**Corrupting Potion,97
4568,Kindred**Negatron Cloak,97
4569,KogMaw**Luden's Tempest,97
4570,Malphite**Oblivion Orb,97
4571,Draven**Kraken Slayer,97
4572,Neeko**Needlessly Large Rod,97
4573,Azir**Shadowflame,97
4574,Shyvana**Ruby Crystal,97
4575,KogMaw**Control Ward,97
4576,Irelia**Titanic Hydra,96
4577,JarvanIV**Boots,96
4578,Singed**Kindlegem,96
4579,Syndra**Lost Chapter,96
4580,Tryndamere**Mercury's Treads,96
4581,Lillia**Rylai's Crystal Scepter,96
4582,Kassadin**Oblivion Orb,96
4583,Nasus**Warden's Mail,96
4584,Senna**Frostfire Gauntlet,96
4585,Ezreal**Null-Magic Mantle,96
4586,Cassiopeia**Stopwatch,96
4587,Singed**Null-Magic Mantle,96
4588,Nami**Fiendish Codex,96
4589,Lux**Kindlegem,96
4590,Hecarim**Stopwatch,96
4591,Lissandra**Refillable Potion,96
4592,Brand**Stopwatch,96
4593,Shaco**Blasting Wand,96
4594,Urgot**Stridebreaker,96
4595,Fiora**Sheen,96
4596,Azir**Refillable Potion,96
4597,Warwick**Randuin's Omen,96
4598,Skarner**Plated Steelcaps,96
4599,XinZhao**Warden's Mail,96
4600,Amumu**Frozen Heart,95
4601,Xerath**Slightly Magical Footwear,95
4602,Gragas**Lich Bane,95
4603,Lulu**Doran's Ring,95
4604,Morgana**Vigilant Wardstone,95
4605,JarvanIV**Warden's Mail,95
4606,Tristana**Boots,95
4607,Kayn**Ironspike Whip,95
4608,Teemo**Giant's Belt,95
4609,Senna**Edge of Night,95
4610,Graves**Kindlegem,95
4611,Sona**Boots of Swiftness,95
4612,Riven**Maw of Malmortius,95
4613,Swain**Ruby Crystal,95
4614,Singed**Hextech Alternator,95
4615,Ekko**Ruby Crystal,95
4616,Gnar**Warden's Mail,95
4617,Kalista**Broken Stopwatch,95
4618,Rengar**Blade of The Ruined King,95
4619,Aphelios**Mortal Reminder,95
4620,Rengar**Serylda's Grudge,95
4621,Katarina**Wit's End,95
4622,Gangplank**Mercury's Treads,94
4623,Malphite**Bulwark of the Mountain,94
4624,Gangplank**Caulfield's Warhammer,94
4625,Graves**Ionian Boots of Lucidity,94
4626,Teemo**Cosmic Drive,94
4627,Draven**Serpent's Fang,94
4628,Blitzcrank**Everfrost,94
4629,Chogath**Corrupting Potion,94
4630,Camille**Corrupting Potion,94
4631,Kayn**Manamune,94
4632,Gangplank**Youmuu's Ghostblade,94
4633,JarvanIV**Zhonya's Hourglass,94
4634,Orianna**Refillable Potion,94
4635,Rell**Negatron Cloak,94
4636,Diana**Mercury's Treads,94
4637,Diana**Stopwatch,94
4638,Brand**Needlessly Large Rod,94
4639,Anivia**Refillable Potion,94
4640,Karthus**Seeker's Armguard,94
4641,Kayle**Stopwatch,94
4642,MonkeyKing**Broken Stopwatch,94
4643,Illaoi**Bramble Vest,94
4644,Olaf**Caulfield's Warhammer,93
4645,Urgot**Phage,93
4646,XinZhao**Giant's Belt,93
4647,Chogath**Randuin's Omen,93
4648,Nocturne**Chempunk Chainsword,93
4649,Fizz**Blighting Jewel,93
4650,MissFortune**Zeal,93
4651,Kennen**Boots,93
4652,Malphite**Abyssal Mask,93
4653,Khazix**Maw of Malmortius,93
4654,Kaisa**Nashor's Tooth,93
4655,Nasus**Hullbreaker,93
4656,Nasus**Corrupting Potion,93
4657,Evelynn**Sheen,93
4658,Janna**Bulwark of the Mountain,93
4659,Kayle**Kraken Slayer,93
4660,Thresh**Frozen Heart,93
4661,Viego**Spirit Visage,93
4662,Twitch**Vampiric Scepter,93
4663,Riven**Eclipse,93
4664,Zyra**Void Staff,93
4665,Anivia**Seeker's Armguard,93
4666,Sion**Phage,92
4667,Graves**Mercurial Scimitar,92
4668,Nocturne**Stopwatch,92
4669,Gragas**Turbo Chemtank,92
4670,Olaf**Thornmail,92
4671,Yone**Phantom Dancer,92
4672,Seraphine**Broken Stopwatch,32
4673,Kayn**Mobility Boots,92
4674,Heimerdinger**Mejai's Soulstealer,92
4675,Karma**Negatron Cloak,92
4676,Mordekaiser**Fiendish Codex,92
4677,Sivir**Executioner's Calling,92
4678,Maokai**Oblivion Orb,92
4679,LeeSin**Hexdrinker,92
4680,Quinn**Control Ward,92
4681,Yasuo**Last Whisper,92
4682,Nocturne**Kindlegem,92
4683,Tristana**Stopwatch,92
4684,Neeko**Luden's Tempest,92
4685,Yuumi**Ionian Boots of Lucidity,92
4686,Graves**Chain Vest,92
4687,Xayah**Bloodthirster,92
4688,Sona**Refillable Potion,92
4689,Blitzcrank**Tear of the Goddess,91
4690,Braum**Glacial Buckler,91
4691,Anivia**Boots,91
4692,Amumu**Mobility Boots,91
4693,Irelia**Recurve Bow,91
4694,Twitch**Guardian Angel,91
4695,Lissandra**Mejai's Soulstealer,91
4696,Khazix**Stopwatch,91
4697,Yorick**Doran's Shield,91
4698,Nunu**Oblivion Orb,91
4699,Lux**Mobility Boots,91
4700,Warwick**Pickaxe,91
4701,Yuumi**Blasting Wand,91
4702,Zyra**Ionian Boots of Lucidity,91
4703,Heimerdinger**Shadowflame,91
4704,Elise**Nashor's Tooth,91
4705,Kled**Stridebreaker,91
4706,Alistar**Broken Stopwatch,11
4707,Leona**Boots,91
4708,Ivern**Fiendish Codex,91
4709,Aatrox**Negatron Cloak,91
4710,Nasus**Glacial Buckler,91
4711,TahmKench**Abyssal Mask,91
4712,Ezreal**Health Potion,91
4713,Maokai**Demonic Embrace,91
4714,Syndra**Seeker's Armguard,91
4715,Talon**B. F. Sword,91
4716,Mordekaiser**Broken Stopwatch,3
4717,Darius**Boots,91
4718,Heimerdinger**Refillable Potion,91
4719,Ashe**Last Whisper,91
4720,Sona**Mikael's Blessing,91
4721,Udyr**Wit's End,91
4722,Annie**Banshee's Veil,91
4723,Varus**Kraken Slayer,90
4724,AurelionSol**Blasting Wand,90
4725,Lucian**Null-Magic Mantle,90
4726,Jhin**Vampiric Scepter,90
4727,Annie**Broken Stopwatch,7
4728,Bard**Faerie Charm,90
4729,Zed**Doran's Blade,90
4730,Varus**Plated Steelcaps,90
4731,Taliyah**Doran's Ring,90
4732,Graves**Maw of Malmortius,90
4733,Galio**Dead Man's Plate,90
4734,Sett**Broken Stopwatch,1
4735,Viego**Warden's Mail,90
4736,Twitch**Serrated Dirk,90
4737,Darius**Giant's Belt,90
4738,Veigar**Boots,90
4739,Sejuani**Warden's Mail,90
4740,Kalista**Blade of The Ruined King,90
4741,Senna**Hearthbound Axe,89
4742,Lux**Bandleglass Mirror,89
4743,Volibear**Null-Magic Mantle,89
4744,Kaisa**Hearthbound Axe,89
4745,Twitch**Plated Steelcaps,89
4746,Lucian**Kircheis Shard,89
4747,Swain**Boots,89
4748,Swain**Ionian Boots of Lucidity,89
4749,Rell**Vigilant Wardstone,89
4750,Ahri**Stopwatch,89
